gene,scores,logfoldchanges,pvals,pvals_adj,abs_lfc,aki_biomarker
SLC25A27,1.2785234,3.0196948,0.20106490981375646,0.9669827392613061,3.0196948,False
TAS2R4,1.2784325,9.147668,0.20109697777179536,0.9669989394952009,9.147668,False
OTUD1,1.2777553,0.75668037,0.20133574025124257,0.9680089086794189,0.75668037,False
GPBP1L1,1.2775817,0.17108503,0.2013969564038377,0.9681650804780865,0.17108503,False
PEX2,1.2771013,0.23106807,0.20156649143494498,0.9688418491311036,0.23106807,False
PGAP2,1.2769341,1.0584626,0.20162551701821196,0.9689873299688537,1.0584626,False
ZMYM1,1.2767648,1.7357211,0.2016853026040587,0.9691364212694172,1.7357211,False
KREMEN1,1.2766167,1.5288001,0.20173762559429897,0.9691688862781517,1.5288001,False
SLC35A5,1.2765827,0.562714,0.20174958652445407,0.9691688862781517,0.562714,False
FPGS,1.2764981,0.68626046,0.20177949111196558,0.9691743654350061,0.68626046,False
RN7SL832P,1.2759098,4.0148945,0.2019874172826518,0.9699468420080091,4.0148945,False
RHOT1,1.2758801,0.56615466,0.20199789251410338,0.9699468420080091,0.56615466,False
RPS15,1.2756453,0.39763367,0.20208096015213872,0.9700907801862897,0.39763367,False
KRBOX4,1.2756325,1.679955,0.20208545100396413,0.9700907801862897,1.679955,False
BBS7,1.2754695,1.1034346,0.20214309005963582,0.9702292416623033,1.1034346,False
GSPT2,1.2752875,0.75087476,0.20220748031192293,0.9704000629012863,0.75087476,False
HMG20A,1.2751056,1.1920812,0.2022718855117025,0.9704977459030387,1.1920812,False
PXN-AS1,1.2750463,1.3393651,0.20229285787229234,0.9704977459030387,1.3393651,False
PUM3,1.2749045,0.22509092,0.20234304816788884,0.9704977459030387,0.22509092,False
SCYL3,1.2747077,1.2377862,0.20241273033399299,0.9706023594438884,1.2377862,False
ANTXR2,1.2743119,2.3771083,0.20255289686398736,0.9710895428194636,2.3771083,False
FAM222B,1.2741743,1.1240016,0.20260163440975765,0.9711850149099976,1.1240016,False
ZNF407,1.2737384,2.4784198,0.20275615138581193,0.971778680072365,2.4784198,False
RPL10,1.2736622,0.40175506,0.20278316316224843,0.971778680072365,0.40175506,False
NXPE3,1.2735183,3.5754404,0.20283419255874013,0.9718849948910964,3.5754404,False
MORC2-AS1,1.2733384,2.2868977,0.20289799245753115,0.9720524609503846,2.2868977,False
MRC2,1.2729785,7.347507,0.20302563610391144,0.9724270276369421,7.347507,False
MSMO1,1.2729553,0.22267306,0.20303389741277045,0.9724270276369421,0.22267306,False
SOX15,1.2728305,6.716249,0.2030782122476268,0.9725010351721911,6.716249,False
TRIM13,1.2725447,0.25236776,0.20317963709639786,0.9728484712698634,0.25236776,False
MTMR1,1.272403,2.1441498,0.20322998756749722,0.9729512931371486,2.1441498,False
LINC00847,1.2721574,1.9013468,0.20331718299923762,0.9731216364952072,1.9013468,False
GTF2IRD1,1.2720813,1.3660965,0.20334424918830052,0.9731216364952072,1.3660965,False
FAM63A,1.271986,0.6879261,0.2033780856137306,0.9731216364952072,0.6879261,False
HRAS,1.2719775,0.72674567,0.2033810934943684,0.9731216364952072,0.72674567,False
ABHD18,1.2718675,1.1742733,0.20342019889007934,0.9731705496808651,1.1742733,False
IFIH1,1.271751,1.3532726,0.2034615663231224,0.9732302691214205,1.3532726,False
ASTE1,1.2716136,2.240885,0.2035104630032707,0.9733259816085454,2.240885,False
BCAS2,1.2714696,0.23112038,0.2035616256087578,0.9734325025917521,0.23112038,False
POLR1E,1.271095,1.736563,0.20369484276549488,0.9739313228523605,1.736563,False
ATMIN,1.2708516,0.54638463,0.20378143028714168,0.9739703010902443,0.54638463,False
DPH5,1.2708284,0.4933011,0.20378971397537315,0.9739703010902443,0.4933011,False
DDX59,1.2697681,0.7526035,0.20416725813719794,0.9756168612578636,0.7526035,False
CNOT6,1.2696983,1.1494933,0.20419214416781784,0.9756168612578636,1.1494933,False
ZSWIM8,1.2694253,1.0198964,0.20428944709976482,0.975943375950585,1.0198964,False
S100A3,1.2691606,6.2348466,0.20438376506186318,0.97625554011829,6.2348466,False
PRRG2,1.2687014,1.0180871,0.2045475762642791,0.9768512079307667,1.0180871,False
SOS1,1.2686485,0.948966,0.20456645465541312,0.9768512079307667,0.948966,False
PTCD1,1.2685363,1.9488478,0.20460648103560775,0.9769038928742763,1.9488478,False
FUNDC1,1.268295,0.29029906,0.2046925948154732,0.9771765783100812,0.29029906,False
LIMD1,1.267821,2.2450035,0.20486187760997865,0.9777324208427428,2.2450035,False
ASNS,1.2677237,2.3627474,0.20489665363633547,0.9777324208427428,2.3627474,False
HSPA13,1.2676601,0.66546214,0.2049193359659477,0.9777324208427428,0.66546214,False
CRB3,1.2676241,0.37596086,0.20493219009644914,0.9777324208427428,0.37596086,False
KMT2E-AS1,1.2675629,0.713612,0.20495411908388117,0.9777324208427428,0.713612,False
LINC01551,1.2674443,6.436828,0.2049964695429164,0.9777960142665664,6.436828,False
WASF3,1.2672242,2.1453836,0.20507513727466276,0.9780327919791205,2.1453836,False
NOTCH2NL,1.2671248,2.788082,0.2051106962375926,0.9780639398569834,2.788082,False
EIF2B4,1.2670083,0.42088932,0.2051523134814116,0.978123963554929,0.42088932,False
DDX11,1.2668284,2.7717934,0.20521664311358345,0.9782922429356369,2.7717934,False
NIPSNAP3A,1.2666993,0.32832482,0.20526281812139857,0.9783739416865757,0.32832482,False
TMEM98,1.2665765,0.5603863,0.20530672923080018,0.9784448281050326,0.5603863,False
CD2BP2,1.2664454,0.2854518,0.20535367624256495,0.9785301608424527,0.2854518,False
TAF2,1.2662951,0.699076,0.205407447726352,0.9786479841193021,0.699076,False
GABRA2,1.2655121,5.8886657,0.20568783093880916,0.97978623097901,5.8886657,False
NXN,1.2654655,5.578392,0.20570451112796095,0.97978623097901,5.578392,False
KIAA1211L,1.2653364,2.770624,0.20575076588396535,0.9798487194689912,2.770624,False
SH3GL1,1.2647692,0.78295213,0.2059540730349414,0.9805590697808839,0.78295213,False
LETM2,1.2644984,3.6329753,0.20605122643690077,0.9806144728231846,3.6329753,False
NAT9,1.2644771,1.1663511,0.2060588179481574,0.9806144728231846,1.1663511,False
PPM1M,1.2643205,2.404514,0.20611500144577555,0.9806144728231846,2.404514,False
DOPEY2,1.2641512,3.3135643,0.20617575287767342,0.9806144728231846,3.3135643,False
GYLTL1B,1.2641301,1.3834422,0.20618334772099634,0.9806144728231846,1.3834422,False
PPP3R1,1.2640963,0.9778512,0.20619549989295427,0.9806144728231846,0.9778512,False
MMP15,1.2640877,2.1656358,0.20619853801722154,0.9806144728231846,2.1656358,False
CDR2,1.2638973,0.7728585,0.20626690440869933,0.9806808335962671,0.7728585,False
VPS37C,1.2638867,1.341351,0.2062707030241807,0.9806808335962671,1.341351,False
LINC00342,1.2636856,5.8415685,0.206342886371372,0.9808856113709097,5.8415685,False
TOLLIP-AS1,1.2634528,1.4029784,0.2064264900040529,0.9811446119617094,1.4029784,False
ANKRD9,1.2632856,1.5579262,0.20648654778701125,0.9812002224525949,1.5579262,False
SNX16,1.2632581,1.2134808,0.20649643192887013,0.9812002224525949,1.2134808,False
ADPRM,1.2628094,1.5945702,0.20665766795760843,0.9818066079811244,1.5945702,False
MTERF4,1.2627058,0.3535382,0.20669494777611197,0.9818066079811244,0.3535382,False
MAN2A2,1.2626063,2.3539,0.20673071055647207,0.9818066079811244,2.3539,False
RECQL5,1.2625787,1.6664373,0.20674060318234933,0.9818066079811244,1.6664373,False
ENTPD1-AS1,1.2624899,2.183084,0.20677256632225927,0.9818200182725766,2.183084,False
IRF2BP1,1.261874,1.1454865,0.20699412375435267,0.9825998615703414,1.1454865,False
NCKIPSD,1.2617978,1.4251379,0.2070215448928293,0.9825998615703414,1.4251379,False
LONRF2,1.2616814,4.9926934,0.20706344338935,0.9825998615703414,4.9926934,False
C12orf60,1.2615417,2.0355039,0.20711372970804476,0.9825998615703414,2.0355039,False
PHF19,1.2615396,3.888368,0.2071144916901153,0.9825998615703414,3.888368,False
NUP85,1.2614888,1.1608491,0.20713277987013745,0.9825998615703414,1.1608491,False
STOML1,1.2612624,1.9893938,0.2072143289315962,0.9825998615703414,1.9893938,False
RP11-138A9.2,1.261129,3.716438,0.20726235469505505,0.9825998615703414,3.716438,False
NUP133,1.261091,1.2106016,0.2072760778251026,0.9825998615703414,1.2106016,False
AC008079.10,1.2610613,3.6693394,0.20728675182649692,0.9825998615703414,3.6693394,False
CTXN1,1.2606169,3.3198714,0.20744690971044355,0.9830581504386781,3.3198714,False
NSUN3,1.2605555,1.2978978,0.2074690338044164,0.9830581504386781,1.2978978,False
KCNQ1,1.2605492,2.2369034,0.20747132260148848,0.9830581504386781,2.2369034,False
EIF4E3,1.2604327,1.0585117,0.20751328712758055,0.9830581504386781,1.0585117,False
TXNDC11,1.2598931,0.48316535,0.20770793038719948,0.9836702462958874,0.48316535,False
ROBO1,1.2598127,4.953747,0.20773694738286386,0.9836702462958874,4.953747,False
RP11-63A11.1,1.2597873,4.838955,0.20774611125546194,0.9836702462958874,4.838955,False
SGCA,1.2595185,1.7270874,0.2078431135458627,0.9839912698910072,1.7270874,False
AGBL5,1.2594022,0.67490417,0.20788513260336117,0.9840519328375459,0.67490417,False
CKMT2-AS1,1.2589535,1.7714682,0.2080471546086733,0.9846805488670654,1.7714682,False
RRAGD,1.2584624,0.73771095,0.20822456661607913,0.9852418320411557,0.73771095,False
ELL,1.2584286,1.2748343,0.2082368059687053,0.9852418320411557,1.2748343,False
CCT2,1.2583227,0.08661567,0.20827505730734197,0.9852418320411557,0.08661567,False
ARAF,1.2583016,0.42398223,0.2082827081862988,0.9852418320411557,0.42398223,False
EDC3,1.2578868,1.7095498,0.20843270654897939,0.9857108132787575,1.7095498,False
PEX19,1.2578657,0.3999462,0.20844036162554602,0.9857108132787575,0.3999462,False
MAPK8IP1,1.2572879,1.9429438,0.20864942394526076,0.9864218013523512,1.9429438,False
FAM126A,1.2572349,1.5712236,0.20866857643888936,0.9864218013523512,1.5712236,False
UTP3,1.2572074,0.32174936,0.20867853623907995,0.9864218013523512,0.32174936,False
KRI1,1.2569513,1.5498264,0.20877125552148723,0.9867216557078118,1.5498264,False
ERVMER34-1,1.2566106,2.8976963,0.2088946720886441,0.9871664910736008,2.8976963,False
TLR5,1.2560921,4.6526923,0.2090825813242373,0.9876410959956333,4.6526923,False
SLC4A1AP,1.2560561,0.7513233,0.20909562446601904,0.9876410959956333,0.7513233,False
RUNDC1,1.2559482,0.8503266,0.20913475742805698,0.9876410959956333,0.8503266,False
MFSD6,1.2559291,2.6750858,0.20914166379559695,0.9876410959956333,2.6750858,False
CNTRL,1.2554615,3.5359333,0.2093113053302439,0.9883036885926623,3.5359333,False
TBC1D12,1.255307,1.5720993,0.20936736266108824,0.9884298609363468,1.5720993,False
C1R,1.2551651,1.2127762,0.2094188221090445,0.9885342942199699,1.2127762,False
LPXN,1.254926,2.1022189,0.20950563267570643,0.9886113318389473,2.1022189,False
LARP1B,1.2548096,0.21363106,0.20954789503401205,0.9886113318389473,0.21363106,False
RP5-827C21.4,1.2548012,1.7650309,0.2095509689008762,0.9886113318389473,1.7650309,False
EXOC6B,1.2547969,1.6745877,0.20955250584655316,0.9886113318389473,1.6745877,False
ANKH,1.2546805,1.2589892,0.20959477505162682,0.9886390517872764,1.2589892,False
MIOS,1.2546191,1.0222634,0.20961706493643684,0.9886390517872764,1.0222634,False
FBXO46,1.254145,2.7169223,0.2097892929168177,0.9893128671153611,2.7169223,False
NME7,1.2540053,0.6444903,0.20984005819604679,0.9894137868538483,0.6444903,False
PMS1,1.2539101,1.8337818,0.20987467598506726,0.9894385522094383,1.8337818,False
GPN1,1.2534932,0.6046263,0.21002627364052717,0.9897941342888759,0.6046263,False
DYRK2,1.2534466,1.0680624,0.210043208246809,0.9897941342888759,1.0680624,False
ZNF85,1.2532647,1.7527297,0.21010941664565774,0.9897941342888759,1.7527297,False
CCM2,1.2532604,0.80648935,0.21011095655557221,0.9897941342888759,0.80648935,False
HDAC6,1.2532456,0.33778676,0.21011634630460263,0.9897941342888759,0.33778676,False
PLEKHM2,1.253218,1.2992051,0.21012635610400454,0.9897941342888759,1.2992051,False
CFH,1.2527101,5.1987457,0.21031121440767397,0.9905264269292936,5.1987457,False
ARHGAP23,1.2525111,4.855065,0.21038364930831344,0.990597905885977,4.855065,False
COLEC12,1.252507,4.931762,0.2103851906725248,0.990597905885977,4.931762,False
MIER2,1.2523397,2.6185198,0.21044608109530072,0.9907461585056675,2.6185198,False
ZNF714,1.2518467,3.4215188,0.21062574356899522,0.9914534512173407,3.4215188,False
TARSL2,1.2510002,0.74655706,0.21093443572305803,0.9922288438867212,0.74655706,False
RRP36,1.2509028,0.9653191,0.21096995628881676,0.9922288438867212,0.9653191,False
APOC1,1.2508477,2.1835287,0.21099003504386749,0.9922288438867212,2.1835287,False
STARD9,1.2507948,4.984872,0.21100934284243777,0.9922288438867212,4.984872,False
PGP,1.25078,0.44314265,0.21101474925501873,0.9922288438867212,0.44314265,False
ZNF101,1.2507652,2.0228443,0.21102015576778022,0.9922288438867212,2.0228443,False
MRPS5,1.2506213,0.15601155,0.21107268139107693,0.9922288438867212,0.15601155,False
CHST15,1.2506213,4.634348,0.21107268139107693,0.9922288438867212,4.634348,False
CACFD1,1.2505345,0.8479731,0.21110435582090814,0.9922288438867212,0.8479731,False
SEMA3G,1.250507,4.7746315,0.21111439965049872,0.9922288438867212,4.7746315,False
MED23,1.2496794,1.8318818,0.21141664865856846,0.9933722716360069,1.8318818,False
SLC39A3,1.2489811,0.6049208,0.2116719870692494,0.9942947068606286,0.6049208,False
DGKE,1.248778,4.723377,0.21174630917087578,0.9945051771959142,4.723377,False
ETHE1,1.2486044,0.1609794,0.21180980756682277,0.9945843334097376,0.1609794,False
RSPRY1,1.2485706,0.3972794,0.21182219910216293,0.9945843334097376,0.3972794,False
MIS18A,1.2482531,0.99051213,0.21193839522638447,0.9949763067579599,0.99051213,False
EGLN3,1.2481811,1.0775992,0.21196473941676963,0.9949763067579599,1.0775992,False
ATL2,1.2479144,0.54422027,0.21206238852026127,0.9952960187772228,0.54422027,False
FBXO18,1.2477409,0.83036464,0.2121259553945266,0.9954557020979359,0.83036464,False
SDHAF4,1.247487,0.643109,0.21221900490204337,0.9957241867052968,0.643109,False
GBA2,1.2474234,0.55399114,0.21224227188571976,0.9957241867052968,0.55399114,False
PIGG,1.2471462,1.5021108,0.21234389264122944,0.9960622467845726,1.5021108,False
RP11-1391J7.1,1.2469727,4.6033826,0.21240752046325462,0.996222020390994,4.6033826,False
TMEM94,1.246706,2.0282052,0.2125053168807054,0.9965419828780081,2.0282052,False
CLSTN2,1.2466023,1.6425705,0.2125433576024226,0.996581671452272,1.6425705,False
TXLNA,1.2463992,0.9536547,0.21261790061992436,0.9967924785707154,0.9536547,False
XRCC4,1.2461536,0.36424276,0.21270799862143508,0.9970761415624142,0.36424276,False
SGSM3,1.2458827,0.66900694,0.21280744909907423,0.9974035595971911,0.66900694,False
KBTBD4,1.2456753,0.9785219,0.21288361356125463,0.9976217629113927,0.9785219,False
SAAL1,1.2454447,1.2074236,0.21296835021353966,0.9978360331345544,1.2074236,False
GAN,1.2453896,2.7197666,0.2129885662225831,0.9978360331345544,2.7197666,False
SLC25A33,1.245032,0.32462358,0.21312000405238285,0.9982176582262897,0.32462358,False
DBF4,1.2449452,1.7778722,0.21315190016038188,0.9982176582262897,1.7778722,False
BCAT2,1.2449261,0.43335646,0.21315890220627276,0.9982176582262897,0.43335646,False
PIGL,1.2445472,1.5177187,0.21329819961162078,0.9985955277773167,1.5177187,False
RECK,1.2444309,3.356152,0.21334101368285052,0.9985955277773167,3.356152,False
KIAA0922,1.2444267,3.3852315,0.21334257067503315,0.9985955277773167,3.3852315,False
GALNS,1.2443843,1.1715158,0.2133581410479285,0.9985955277773167,1.1715158,False
ZC3H8,1.2442722,0.7427535,0.21339940650252764,0.998649944818912,0.7427535,False
RFXAP,1.2439696,2.8104775,0.21351077410630948,0.9990323597747522,2.8104775,False
WBSCR16,1.2436732,0.6567891,0.213619845951447,0.9993444463237214,0.6567891,False
PPIL3,1.2435061,0.5736862,0.21368141137718644,0.9993444463237214,0.5736862,False
MAP3K7,1.2433262,0.8617969,0.21374766695447822,0.9993444463237214,0.8617969,False
MSANTD3,1.2432542,1.5808524,0.21377417333510162,0.9993444463237214,1.5808524,False
SLC43A3,1.2432479,4.442927,0.21377651224724148,0.9993444463237214,4.442927,False
TOR4A,1.2432309,4.3965173,0.2137827494365412,0.9993444463237214,4.3965173,False
ST3GAL3,1.2432246,1.2313877,0.21378508841637633,0.9993444463237214,1.2313877,False
CRNKL1,1.2429897,0.47382075,0.21387164364984035,0.9996103705281898,0.47382075,False
TMEM65,1.2427611,1.3456335,0.21395588381485997,0.9998654021162124,1.3456335,False
APOL6,1.2425474,0.47538966,0.21403468562491035,1.0,0.47538966,False
CARKD,1.242323,0.5508566,0.2141174110271581,1.0,0.5508566,False
MTOR,1.2419336,1.5675533,0.21426106459257355,1.0,1.5675533,False
HVCN1,1.2414553,4.4908614,0.21443760374150445,1.0,4.4908614,False
SETD7,1.241142,2.313234,0.2145532702664532,1.0,2.313234,False
NAA25,1.2408458,1.4340281,0.21466272594035252,1.0,1.4340281,False
RHOQ,1.2403886,0.3791986,0.21483167936426695,1.0,0.3791986,False
NFYA,1.2400839,2.0738363,0.21494436821687268,1.0,2.0738363,False
RARB,1.2399929,4.7170143,0.21497802661901733,1.0,4.7170143,False
ZSCAN16-AS1,1.2399738,0.17195196,0.21498507188155835,1.0,0.17195196,False
CCDC71,1.2399104,1.1337057,0.21500855729180124,1.0,1.1337057,False
EDEM3,1.2398511,1.0131929,0.2150304786761631,1.0,1.0131929,False
ZYG11B,1.2397537,0.44123125,0.21506649587566495,1.0,0.44123125,False
SLC12A6,1.2386892,0.70555925,0.2154606198332184,1.0,0.70555925,False
PSMD13,1.2385685,0.17528418,0.21550531479179835,1.0,0.17528418,False
TRAPPC11,1.2383845,1.6129974,0.21557354628885317,1.0,1.6129974,False
APAF1,1.238378,3.0324783,0.21557589937661048,1.0,3.0324783,False
FBXO8,1.238268,0.54388475,0.21561668917078347,1.0,0.54388475,False
SSH2,1.2382257,0.46998397,0.2156323790333291,1.0,0.46998397,False
RMDN2,1.2380226,0.8442846,0.2157077018207889,1.0,0.8442846,False
SPTLC3,1.2373284,0.5076829,0.21596519765614797,1.0,0.5076829,False
DHPS,1.2372712,0.12145857,0.21598640381523593,1.0,0.12145857,False
HRG,1.2368311,1.5201033,0.21614982004990713,1.0,1.5201033,False
GMFB,1.236704,0.22438799,0.21619697588657372,1.0,0.22438799,False
RFX2,1.2364479,2.7058082,0.21629209601824018,1.0,2.7058082,False
HLA-DMA,1.2361771,0.4336048,0.21639275175455264,1.0,0.4336048,False
ERBB3,1.2361135,0.51910496,0.21641634781925645,1.0,0.51910496,False
DCTN3,1.235923,0.110421896,0.21648714712522388,1.0,0.110421896,False
CHST2,1.2358702,4.260313,0.21650681655725001,1.0,4.260313,False
R3HCC1L,1.235195,2.1125586,0.2167579114342698,1.0,2.1125586,False
EFNA4,1.2350808,2.24462,0.216800437252873,1.0,2.24462,False
POLR1C,1.2350554,0.8403917,0.21680988824998815,1.0,0.8403917,False
CASC2,1.2344501,2.0065575,0.21703522474875436,1.0,2.0065575,False
RGS7BP,1.2344375,4.5912733,0.21703995389157216,1.0,4.5912733,False
TMCC1,1.2343696,0.8386023,0.2170651772385951,1.0,0.8386023,False
ZNF445,1.2340459,2.5714724,0.21718580551102507,1.0,2.5714724,False
RP11-448A19.1,1.2339422,1.3591332,0.21722444828727672,1.0,1.3591332,False
SLC7A6OS,1.2336967,1.0925555,0.21731594885625394,1.0,1.0925555,False
PRKCD,1.2332226,0.6842766,0.2174927180509656,1.0,0.6842766,False
VPS4A,1.2332184,0.2236999,0.21749429681293087,1.0,0.2236999,False
CTD-2017D11.1,1.2331718,3.0515215,0.21751166373845665,1.0,3.0515215,False
NOMO1,1.2331549,0.6026116,0.21751797923133576,1.0,0.6026116,False
GDF7,1.233011,2.1845498,0.21757166624472146,1.0,2.1845498,False
CD276,1.2329518,2.108522,0.21759377543117764,1.0,2.108522,False
NUDT1,1.2326977,1.306697,0.21768854738496102,1.0,1.306697,False
RAP2B,1.232503,1.4754347,0.21776122597862468,1.0,1.4754347,False
THBD,1.2324544,4.4293404,0.21777939835248195,1.0,4.4293404,False
FCHSD2,1.2324523,2.5380478,0.2177801884804238,1.0,2.5380478,False
CEP170B,1.2319189,1.6242489,0.21797936642442395,1.0,1.6242489,False
ZNF25,1.2316438,2.236574,0.2180821681331513,1.0,2.236574,False
DLG5,1.231064,2.7695868,0.21829895661481846,1.0,2.7695868,False
LINC00504,1.230429,4.0975566,0.21853649381559015,1.0,4.0975566,False
LINC00467,1.2304163,0.2991752,0.21854124645296413,1.0,0.2991752,False
TOMM7,1.2302957,0.21555217,0.2185864002116007,1.0,0.21555217,False
OBFC1,1.2301708,1.0501406,0.21863314537146827,1.0,1.0501406,False
CAMK1,1.2300947,0.34826052,0.2186616713694025,1.0,0.34826052,False
BBOF1,1.2295698,0.8879472,0.21885825645295454,1.0,0.8879472,False
SRR,1.2290746,1.3540288,0.21904386035437173,1.0,1.3540288,False
CDC23,1.2290491,0.66769993,0.21905338154916998,1.0,0.66769993,False
MRPS26,1.2288333,0.12365617,0.21913432370447716,1.0,0.12365617,False
RP11-422P24.12,1.2287211,4.100616,0.2191763903611048,1.0,4.100616,False
BCR,1.2286216,0.37944242,0.21921369960540993,1.0,0.37944242,False
LYSMD2,1.2285941,0.76747143,0.21922401998865726,1.0,0.76747143,False
RP1-313I6.12,1.2285877,0.54559696,0.21922640166510188,1.0,0.54559696,False
ZNF557,1.2277243,1.7131383,0.219550482756391,1.0,1.7131383,False
ZNF846,1.226647,1.5434794,0.21995527173604956,1.0,1.5434794,False
PRTG,1.2266068,3.8942,0.21997039209832137,1.0,3.8942,False
HS2ST1,1.2265984,0.61437035,0.21997357542751617,1.0,0.61437035,False
ZNF266,1.2265793,2.3806903,0.21998073803906248,1.0,2.3806903,False
ZNF585A,1.2263317,1.8905004,0.22007386721779332,1.0,1.8905004,False
IFT172,1.2262703,2.3991663,0.2200969548924646,1.0,2.3991663,False
TRIM11,1.2253772,1.4538498,0.22043311701095836,1.0,1.4538498,False
SNX33,1.2248375,1.8272132,0.22063642655634075,1.0,1.8272132,False
AARS,1.2247149,0.3025565,0.22068268827676052,1.0,0.3025565,False
SFN,1.2246366,3.8216016,0.2207122036975938,1.0,3.8216016,False
RP11-192H23.6,1.2246132,2.3014898,0.22072097909827837,1.0,2.3014898,False
ULK3,1.2244207,0.67215365,0.22079358519089543,1.0,0.67215365,False
FAM217B,1.2241349,0.6049304,0.2209013290705112,1.0,0.6049304,False
CETN2,1.2241138,0.049710624,0.22090931159789373,1.0,0.049710624,False
ERCC3,1.2236799,1.0199577,0.2210729989862309,1.0,1.0199577,False
HNRNPAB,1.2236354,0.11697974,0.2210897718706647,1.0,0.11697974,False
DFNB31,1.2236143,2.7295647,0.22109775927909792,1.0,2.7295647,False
LSG1,1.2235254,0.74751455,0.221131308653298,1.0,0.74751455,False
IGSF22,1.2234238,2.644685,0.22116965526328547,1.0,2.644685,False
TFIP11,1.2229159,0.8357314,0.22136145980869137,1.0,0.8357314,False
TMCO4,1.2226281,1.3483894,0.2214702019509115,1.0,1.3483894,False
ZNF668,1.2224863,1.9875921,0.2215237875193644,1.0,1.9875921,False
ZBTB17,1.2224799,1.6113241,0.22152618709045946,1.0,1.6113241,False
MAPK10,1.2223339,0.69774467,0.22158138236616376,1.0,0.69774467,False
ZNF10,1.2221159,2.6062129,0.22166379364606903,1.0,2.6062129,False
ITGA11,1.2220694,25.392384,0.22168139890116412,1.0,25.392384,False
CCSER1,1.2218874,2.674426,0.22175022905592956,1.0,2.674426,False
ABCC3,1.2215317,1.2279202,0.22188473212749693,1.0,1.2279202,False
ASB6,1.2215233,1.0472903,0.22188793529369888,1.0,1.0472903,False
CCDC181,1.2214133,0.90217865,0.2219295794685956,1.0,0.90217865,False
DDIT4L,1.2212186,2.537783,0.2220032713380271,1.0,2.537783,False
RNFT1,1.2212017,1.1340873,0.2220096801548398,1.0,1.1340873,False
ZNF687,1.221062,1.6286334,0.22206255794973973,1.0,1.6286334,False
PAXIP1-AS2,1.2209307,2.4082177,0.22211223924591317,1.0,2.4082177,False
CTA-293F17.1,1.2207848,1.0558245,0.2221675390792579,1.0,1.0558245,False
CCDC90B,1.2207572,0.15629022,0.22217795899217208,1.0,0.15629022,False
NME1,1.2207022,0.086744316,0.2221987998679249,1.0,0.086744316,False
RP11-12G12.7,1.220626,0.6795602,0.22222765877624706,1.0,0.6795602,False
P2RY6,1.2203149,1.5736321,0.22234552717486833,1.0,1.5736321,False
GREM2,1.2202535,9.397125,0.2223687854098262,1.0,9.397125,False
C9orf106,1.220207,8.697588,0.22238643075004927,1.0,8.697588,False
ARMC7,1.2200462,0.8971332,0.2224473950935748,1.0,0.8971332,False
TAF10,1.219936,0.42529276,0.22248911443285158,1.0,0.42529276,False
HKDC1,1.2194451,1.1909301,0.2226753151176254,1.0,1.1909301,False
ZNF383,1.2193223,1.7083598,0.22272188271296467,1.0,1.7083598,False
IRS2,1.2188948,1.2038498,0.22288412082104736,1.0,1.2038498,False
ZNF574,1.2184314,1.9657592,0.22306010816803556,1.0,1.9657592,False
RP11-385D13.3,1.2183657,7.3703823,0.22308502765056026,1.0,7.3703823,False
AP3M2,1.2176186,1.3390702,0.22336892871041036,1.0,1.3390702,False
WDR78,1.2174239,1.0977114,0.22344296236178351,1.0,1.0977114,False
RASIP1,1.2173265,3.6085417,0.22347998576900563,1.0,3.6085417,False
RP11-792A8.4,1.2172017,0.18845199,0.22352747873631196,1.0,0.18845199,False
SNAPIN,1.2171255,0.15423323,0.22355646104217686,1.0,0.15423323,False
LPIN3,1.216971,1.6758983,0.22361523896885283,1.0,1.6758983,False
NUDT2,1.2169604,0.92383224,0.22361926525865927,1.0,0.92383224,False
ACVR1,1.2167615,0.6475166,0.22369496915750986,1.0,0.6475166,False
GALNT10,1.216715,2.2071655,0.22371268973784286,1.0,2.2071655,False
BRSK2,1.216588,7.7338057,0.22376102369584694,1.0,7.7338057,False
PREX2,1.2165668,7.3141522,0.22376908008150564,1.0,7.3141522,False
LOXL4,1.2165456,7.1419287,0.22377713667459498,1.0,7.1419287,False
CDYL,1.2164123,1.6786172,0.22382789798103708,1.0,1.6786172,False
HRCT1,1.2158388,1.4589174,0.2240463460603066,1.0,1.4589174,False
AUTS2,1.2157837,0.8785239,0.2240673121892649,1.0,0.8785239,False
IRF7,1.2156652,1.846686,0.22411247476960094,1.0,1.846686,False
SPATA6L,1.2154621,3.6456625,0.22418991147557799,1.0,3.6456625,False
CCDC64,1.2151573,0.45958143,0.22430610239463777,1.0,0.45958143,False
ZNF440,1.2150346,2.990418,0.2243529136725555,1.0,2.990418,False
LRRC14,1.2149203,1.6913731,0.2243965028629581,1.0,1.6913731,False
RP11-413H22.2,1.2147341,7.142723,0.2244675500679555,1.0,7.142723,False
PRUNE2,1.2146875,1.0768152,0.22448531438087926,1.0,1.0768152,False
LINC01606,1.2146662,6.591076,0.22449338940070507,1.0,6.591076,False
MTERF1,1.2143446,1.1818842,0.22461615526101042,1.0,1.1818842,False
CNTN4,1.2142811,2.1446462,0.22464039103262956,1.0,2.1446462,False
RAI1,1.214171,2.4405997,0.22468240412985685,1.0,2.4405997,False
FAM160B2,1.2139658,1.8632349,0.22476078971933966,1.0,1.8632349,False
RFC2,1.2137542,0.82195395,0.2248416200582103,1.0,0.82195395,False
ODC1,1.213496,0.07373345,0.22494026119307453,1.0,0.07373345,False
